Track,Artist,Spotify Streams,Spotify Popularity,Spotify Playlist Count,TikTok Posts,TikTok Likes,TikTok Views,Track Score,All Time Rank
Famous Hoes,NLE Choppa,126680278,54.0,37176,23040,1288203,10857910,22.1,3753
This Town,Niall Horan,957810500,74.0,107486,309815,26476462,159860013,22.1,3743
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,181659395,62.0,24137,7766,5336041,87012707,22.1,3761
Lil Bit,Nelly,250828412,61.0,40989,107173,16852819,158825909,22.0,3792
Rainy Days,V,253540909,70.0,10383,866,1173702,5236353,22.0,3776
Disaster,KSLV Noh,258379092,65.0,72424,789667,165449639,1863921422,22.0,3784
Feelings,Sumit Goswami,42067554,54.0,4380,78400,666432,7829359,22.0,3773
Trouble With A Heartbreak,Jason Aldean,54488988,4.0,10962,12866,1632207,14048502,22.0,3770
Los Collares,Oscar Maydon,332741927,72.0,23892,23800,10579568,86648762,22.0,3769
Memories (feat. Kid Cudi),Kid Cudi,923932404,63.0,261469,818905,254252068,1972131587,22.0,3778
It's That Time,Marlon Hoffstadt,29365536,62.0,28087,13139,11053278,124006258,22.0,3789
Bakkal Amca,Kukuli,5755295,36.0,850,702,43785,1040868,22.0,3775
Die A Happy Man,Thomas Rhett,622198235,66.0,53548,10615,2053389,18928214,22.0,3782
Dah Dah DahDah,Nardo Wick,142262820,63.0,53038,134014,53648356,365465494,22.0,3766
Cab In A Solo,Scotty McCreery,11614161,55.0,2375,49,63079,1218414,22.0,3787
Sï¿½ï¿½,Anuel AA,200764254,57.0,45002,21898,1749382,28799405,22.0,3771
Bachke Bachke (feat. Yarah),Karan Aujla,53303131,61.0,6899,47600,1633000,24708801,22.0,3779
Fed Up,Ghostemane,219841054,64.0,71843,942400,98450996,1206875855,22.0,3785
Slide,H.E.R.,224529894,53.0,50674,37352,15530760,112923227,22.0,3781
Be The One,Eli Brown,75309953,67.0,34283,4789,2241743,22133936,22.0,3777
This City,Sam Fischer,633467655,63.0,74321,1414817,162027612,1120361528,22.0,3767
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,131981248,65.0,15020,27489,2506579,33156781,21.9,3801
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),Jeff Satur,41494349,52.0,6516,73081,14349551,102354732,21.9,3811
Get Back,Pop Smoke,355137565,64.0,123588,684467,61667693,637177334,21.9,3800
Panic Room,Au/Ra,256361762,63.0,54160,613379,49207504,298147047,21.9,3821
Baila Conmigo (feat. Kelly Ruiz),Dayvi,417257612,62.0,76682,254653,14054827,219625896,21.9,3797
Noticed,Lil Mosey,727014998,65.0,114135,9928,2804253,25640147,21.9,3819
Shoota (feat. Lil Uzi Vert),Playboi Carti,686323132,70.0,165691,148928,59068777,343926725,21.9,3809
Happy Birthday,Jovanie,37866,3.0,449,6000000,40025187,567183479,21.9,3793
The Greatest,Sia,669427500,62.0,66668,1407988,56322493,363488557,21.9,3812
Ignite,Alan Walker,339954855,64.0,61901,411372,16903913,215231253,21.9,3815
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,172558590,53.0,71478,10524,8222888,80999687,21.9,3805
Vette Motors,YoungBoy Never Broke Again,80585683,19.0,16202,20100,5242187,42977111,21.9,3814
Overwhelmed,Royal & the Serpent,189175699,62.0,49325,2335837,210789823,2001548087,21.9,3813
Good as Hell,Lizzo,627625151,66.0,76581,467531,128360660,1187485509,21.9,3799
Caroline,Aminï¿,761038233,64.0,121158,470451,28814118,131813469,21.9,3802
Adictiva,Daddy Yankee,428271245,62.0,50261,352314,5880730,67856339,21.9,3817
Kitsch,IVE,146489854,64.0,12540,48800,32671194,293588190,21.9,3798
Rewrite The Stars,Zac Efron,989608207,67.0,89520,165697,21476849,205446459,21.8,3823
Hype Boy,NewJeans,541018402,74.0,37204,198468,138278860,1096877338,21.8,3836
GUCCI LOS PAï¿½ï,KAROL G,121721506,67.0,8049,75400,5280019,78468779,21.8,3826
Legends Never Die,League of Legends,595564275,70.0,93643,242500,29092577,304569731,21.8,3841
Desde Esa Noche,Thalia,322003779,59.0,25025,57489,13009263,77792182,21.8,3845
SOS (feat. Aloe Blacc),Avicii,763658190,66.0,99429,179239,19576729,258338520,21.8,3839
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,278032053,63.0,79755,59876,18571806,170949508,21.8,3830
Kya Baat Ay,Harrdy Sandhu,115373265,60.0,10885,1753000,25262021,440380121,21.8,3831
Do not touch,MISAMO,65157999,57.0,8260,33737,25965952,161449720,21.8,3828
PERSIAN RUGS,PARTYNEXTDOOR,113153819,65.0,35421,8063,6242856,47272619,21.8,3840
Ambition For Cash,Key Glock,315336758,70.0,79303,104301,108992382,1234944902,21.8,3835
En Peligro de Extinciï¿½,La Adictiva,310742518,65.0,20307,96574,2297779,32767411,21.8,3832
Besito,Soy Pau,6220250,50.0,458,353400,9369979,155823199,21.8,3838
Be Kind (with Halsey),Marshmello,664972754,67.0,67417,154068,36829248,275420611,21.8,3829
Zukunft Pink (feat. Inï¿½ï,Peter Fox,131713257,58.0,43947,33909,7289705,94823161,21.8,3822
CCC,Michelle Maciel,205855278,67.0,15475,86628,28331408,253126168,21.8,3837
Electric Love,Bï¿½ï¿,1088889743,75.0,190953,218454,217514635,1412148968,21.7,3874
Jee Ni Lagda,Karan Aujla,56798458,62.0,7404,55000,1461040,11740158,21.7,3871
Nira Ishq,Guri,102266938,61.0,5921,2640752,38869680,544172370,21.7,3873
lo que hay x aquï¿,Rels B,223617742,73.0,28508,13798,8059214,51766245,21.7,3868
Jugnu,Badshah,162005746,61.0,11105,36624,4573508,74566411,21.7,3847
Graduation (with Juice WRLD),benny blanco,358055646,58.0,63452,573069,62330473,1038829201,21.7,3869
Fim de Semana no Rio,Teto,174165147,61.0,32542,18664,12238437,119676469,21.7,3856
Hot N*gga,Bobby Shmurda,491313680,64.0,122568,65310,42506243,300243753,21.7,3851
No Sufrirï¿½ï¿½ por Nadie - R,Joaquin Guiller,18550706,50.0,2537,304800,4292828,117607339,21.7,3872
For Tonight,Giveon,259405297,59.0,46330,19000,11752918,71844871,21.7,3848
Barely Holdin' On,Polo G,49246411,59.0,22225,25015,2771742,27395460,21.7,3846
Lihim,Arthur Miguel,68411628,65.0,4215,782499,25356960,297146611,21.7,3849
Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,467670966,66.0,38826,601012,26647285,306310424,21.7,3857
0800 HEAVEN,Nathan Dawe,68189858,61.0,14429,573,243524,4189925,21.7,3878
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,439049524,63.0,57496,6706,284201,1774594,21.7,3860
Hallelujah,Pentatonix,441916342,55.0,47499,21746,4366102,26604065,21.7,3885
March Madness,Future,169574765,61.0,46212,16172,3047870,29701332,21.7,3886
Que Calor (with J Balvin & El Alfa),Major Lazer,433664050,59.0,78546,1037872,154355675,1344891926,21.7,3875
Make No Sense,YoungBoy Never Broke Again,404692736,69.0,117843,139519,49418549,338188316,21.7,3876
STARGAZING,Travis Scott,740409304,70.0,140977,11019,5798688,50313512,21.7,3887
Munch (Feelinï¿½ï¿½,Ice Spice,133459011,60.0,35905,477380,225519563,1961457700,21.7,3855
If You Want Love,NF,493699616,65.0,78449,49022,7042197,43620157,21.7,3877
Revenge,XXXTENTACION,1356969354,81.0,184465,81626,56122006,401420595,21.7,3867
White Iverson,Post Malone,1135209969,70.0,158507,11360,8227983,66145174,21.6,3918
Hola - Remix,Dalex,708615717,64.0,87957,42200,5666517,62179337,21.6,3900
Say Something (feat. Chris Stapleton),Justin Timberlake,505748520,64.0,60774,8387,368047,7107254,21.6,3891
Hoa Cï¿½ï¿½ï,Phong Max,4168391,41.0,962,892577,17271410,439939868,21.6,3912
I Know,Kanii,49939720,54.0,15725,450203,228122883,1646887640,21.6,3914
lost souls,Baby Keem,206432478,64.0,79180,54,30404,404172,21.6,3889
Hold Me Closer,Elton John,400479389,68.0,61255,113328,41032520,552721460,21.6,3907
Se Joga no Passinho,Brisa Star,110101642,50.0,13672,590600,81126130,1314262368,21.6,3901
Girls,aespa,115406939,62.0,11617,63600,49841018,401260794,21.6,3923
Classic,MKTO,1350428257,78.0,172980,1578717,346266800,3172500312,21.6,3922
The Last Goodbye (feat. Bettye LaVette),ODESZA,122957173,58.0,65839,115114,56371535,1408619017,21.6,3905
The Weekend,SZA,537523729,70.0,71149,25914,15414832,103430758,21.6,3896
Overloading (OVERDOSE),Mavins,58523865,53.0,18165,1615764,20096339,235951162,21.6,3920
Stole the Show,Kygo,964765127,70.0,131842,41292,9226363,69198449,21.6,3913
Chasing After You (with Maren Morris),Ryan Hurd,198942707,56.0,22915,16235,2860585,30889183,21.6,3906
Kini Ecko Pergi Meninggalkanku,Ecko Show,3479935,29.0,487,1802891,176753219,2877575926,21.6,3917
LOOOVE (feat. Kid Cudi),Travis Scott,72380469,63.0,32141,1049,384088,4244746,21.6,3919
10 Freaky Girls (with 21 Savage),Metro Boomin,630863087,71.0,164540,2782,830969,9867664,21.6,3894
Bahagiaku Sederhana,Jamik Jams,271438,21.0,59,3002324,31242189,584146089,21.6,3895
UNA CERVEZA,Fuerza Regida,159876075,79.0,8225,3716,2060712,14846248,21.6,3908
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,289013053,63.0,32179,106500,50061756,358391850,21.6,3909
Conversations,Juice WRLD,407701213,68.0,93838,62617,2249162,22493087,21.6,3904
Rake It Up,Yo Gotti,365789171,58.0,47875,24502,12009436,75103695,21.6,3924
De Vuelta Pa' La Vuelta,Daddy Yankee,164788147,62.0,23301,20700,3047195,44074315,21.6,3910
Sunshine,OneRepublic,426609723,73.0,59377,20366,7424142,85043400,21.6,3898
Walk,Kodak Black,62323136,54.0,33941,12660,2989810,25342217,21.6,3903
9 bis 9,SIRA,107950388,66.0,34675,30050,3246009,30673708,21.5,3935
Versace on the Floor,Bruno Mars,797648369,72.0,64011,200226,11637624,99524212,21.5,3949
Bailando,El Jordan 23,138986512,61.0,24359,89573,33563623,240950847,21.5,3954
Runaway (U & I) [Dance],MELON,13502324,42.0,3124,36441,6215572,136579723,21.5,3961
Hasta la Miel Amarga (feat. Grupo Firme),"Luis Angel ""El Flaco""",164007720,41.0,14849,8234,1704435,18781987,21.5,3940
Love Me Like This,NMIXX,96439278,64.0,9999,34860,36819235,208385821,21.5,3937
Buss It,Erica Banks,145000664,53.0,32202,2840314,966925936,7546931289,21.5,3936
Matte Black,$uicideboy$,162889846,69.0,45505,16659,8712382,49371617,21.5,3938
Animals,Martin Garrix,413855724,61.0,67911,58190,13747633,170836810,21.5,3957
Uhaw,Dilaw,42862565,54.0,5084,1712700,62906993,670266290,21.5,3958
FRIKI,Feid,255973824,71.0,28166,122297,27668937,333978136,21.5,3939
Bondade de Deus,Isaias Saad,91842323,63.0,15910,554995,6613662,149090596,21.5,3960
Let The Light In (feat. Father John Misty),Lana Del Rey,240686521,75.0,33016,159400,53743157,349168412,21.5,3932
Love 119,RIIZE,40415304,59.0,2509,25800,664843,3801500,21.5,3928
Jar of Hearts,Christina Perri,534874667,65.0,65494,39886,11224332,109689471,21.5,3945
UP,INNA,35440292,49.0,7611,1783882,35896632,1048666929,21.5,3944
LOS APARATOS,El Alfa,137720938,65.0,30579,1167,47967,950882,21.5,3943
ýýQuýý Nos Pasýý?,Anuel AA,161990851,68.0,31668,9929,2748358,28786547,21.5,3926
I Won't Give Up,Jason Mraz,850863163,62.0,91617,59874,7909056,77268402,21.5,3925
I GUESS I'M IN LOVE,Clinton Kane,416972132,63.0,75352,262243,132202012,1003766991,21.5,3959
Tapï¿½ï¿½o Na ,Raï¿½ï¿½ Saia Ro,196159389,53.0,21913,226305,21523496,349411180,21.5,3933
SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator",269671235,69.0,93761,47742,29143512,124695761,21.5,3947
Try,P!nk,662971898,74.0,94974,626315,63289716,689599858,21.5,3955
Can I Call You Tonight?,Dayglow,596164214,71.0,158639,71731,26297718,155192084,21.5,3930
Sweet Child O' Mine,Guns N' Roses,1879386440,80.0,295491,623935,57957597,673282408,21.5,3931
Obsessed,Riar Saab,161366691,64.0,18781,133300,16562523,286891984,21.4,3972
Ropa Cara,Camilo,185362995,50.0,19981,1115600,148110661,1309968091,21.4,3979
Straightenin,Migos,135665686,51.0,61959,22945,8690617,98085095,21.4,3968
Percherï¿½,El Reino Infantil,17238604,49.0,1581,4008,289571,14803398,21.4,3988
Bring Me To Life,Evanescence,1129346989,79.0,229491,511462,98118550,906228976,21.4,3963
Me Gusta,Shakira,353815769,61.0,49237,83800,9584342,108385612,21.4,3991
Middle,DJ Snake,1068023888,70.0,136601,993544,34574490,288028736,21.4,3974
Ron Artest,Babyface Ray,63725545,65.0,28846,200,31919,243757,21.4,3973
El Patito Juan,Biper Y Sus Amigos,29422741,54.0,3040,90413,6203573,119966916,21.4,3969
Different 'Round Here,Riley Green,74806048,60.0,9014,5369,1117305,11672926,21.4,3980
Jumpshot,Dawin,71345247,45.0,8334,8797888,51952711,274234939,21.4,3976
Mockingbird,Eminem,1680919413,82.0,293385,12730,8273097,76886329,21.4,3983
Drift Night,Alfianie,218621,29.0,137,2101254,52544476,1029125885,21.4,3967
Asesina,Brytiago,362670547,62.0,33711,19671,1657667,17887810,21.4,3982
bread & butter,Gunna,50098085,54.0,29986,6120,815019,9089105,21.4,3977
Smile (with The Weeknd),Juice WRLD,463970393,62.0,92879,5289,125617,1309847,21.4,3984
XXL,UZI,70664645,58.0,13324,26400,4104584,69529104,21.4,3962
Show Me How,Men I Trust,466462034,20.0,145278,253094,221768120,1503260547,21.4,3965
Pour It Up,Rihanna,417616725,64.0,59548,2466,3960964,9984519,21.4,3964
Love Is Gone - Acoustic,SLANDER,486647778,71.0,83294,78646,21105667,147581751,21.3,3993
Por las Noches (Remix),Peso Pluma,129370457,62.0,14028,8604,9221690,100106095,21.3,4023
TABU.,Yung Yury,110533607,63.0,40021,32406,5368267,54432181,21.3,4009
Toxic,YG,36861625,48.0,18739,79369,18282687,146110913,21.3,4006
Solid (feat. Drake),Young Stoner Life,277393068,61.0,103470,833,622471,6843990,21.3,3992
Joro,Wizkid,117819788,59.0,59052,822706,192976549,1866473503,21.3,4005
Stop Breathing,Playboi Carti,178750521,66.0,76739,13400,13371649,88268263,21.3,4002
The Rapture Pt.III,&ME,34601626,65.0,34272,623,60724,869444,21.3,4016
all the good girls go to hell,Billie Eilish,640099263,68.0,74072,80736,22722423,204727914,21.3,4008
Mï¿½ï¿½,Nio Garcia,76516847,48.0,14310,7543,422844,4319903,21.3,4015
So Fine,Realest Cram,52265945,62.0,3957,719700,19158587,160140881,21.3,3996
Father Stretch My Hands Pt. 1,Kanye West,1102322992,79.0,191719,35675,34872507,243179588,21.3,4003
505,Arctic Monkeys,1660504577,80.0,315657,52713,40161014,229596064,21.3,3999
Banco do Carona,Mc Don Juan,71078859,60.0,9468,5397,1222669,14276253,21.3,4019
DISCOTEKA (feat. Locura Mix),The La Planta,89073254,60.0,15308,81000,5183143,64861163,21.3,4001
I Get The Bag (feat. Migos),Gucci Mane,554022596,64.0,98431,327203,22473072,178883578,21.3,4022
Terre Pyaar Mein,Himesh Reshammiya,7762464,40.0,955,40000,1722043,36027436,21.3,3997
Colors,Black Pumas,215492373,67.0,91317,5685,2212496,64559724,21.3,4014
Flowers,Lauren Spencer Smith,260183209,65.0,36176,106827,32754226,295540554,21.3,4000
Nikle Currant,Jassie Gill,38630486,52.0,5868,395153,4481672,67416406,21.2,4047
Stir Fry,Migos,680431508,68.0,107585,240088,30175086,249432966,21.2,4033
"Bitch, Donï¿½ï¿½ï¿½t Kill M",Kendrick Lamar,721771477,67.0,182518,57977,13026986,78341646,21.2,4037
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,390498074,64.0,113725,103312,30691362,268907515,21.2,4035
7 Summers,Morgan Wallen,433429705,73.0,47966,404913,40464743,273205308,21.2,4038
Wrong,Luh Kel,279660513,60.0,39887,2161109,76888862,583142943,21.2,4052
You're Somebody Else,flora cash,473059298,62.0,108732,402646,123479947,793624604,21.2,4025
River,Miley Cyrus,132653623,59.0,15227,23486,6323191,65838521,21.2,4032
Extssy Model,Junior H,293017219,74.0,21333,152800,36183080,228557824,21.2,4046
Formula,Labrinth,836491531,79.0,114619,194090,197169982,1679330230,21.2,4034
Suzume,RADWIMPS,151179942,63.0,30909,81501,48171421,617882237,21.2,4036
Nada,Cazzu,204337911,65.0,29832,332100,16093699,157858644,21.2,4053
Ashes,Stellar,286057865,67.0,73783,807105,359078764,2702536885,21.2,4027
Copa Vacï¿½,Shakira,147537573,63.0,17322,16923,5394153,68517237,21.2,4040
Heyy,Lil Baby,66617153,51.0,34503,64508,20731098,139786101,21.2,4039
Que Va,Alex Sensation,398779586,59.0,38061,38259,2010076,22158832,21.2,4029
Rampampam,Minelli,123191456,57.0,30942,756819,43402019,1139849739,21.2,4041
WA DA DA,Kep1er,172657413,54.0,16436,386666,228532871,1992357477,21.2,4043
Seven Nation Army,The White Stripes,1657866786,81.0,206953,263920,137323740,1394903550,21.2,4030
AHHH HA,Lil Durk,104411097,54.0,51535,25400,7039088,64467510,21.2,4024
Do It Like That,TOMORROW X TOGETHER,102643968,59.0,11419,56783,80668110,432572281,21.2,4031
Enjoy Enjaami,Dhee,44231951,50.0,7286,35,1308,29422,21.2,4054
Bezos I,Bo Burnham,225256279,60.0,53441,1026966,452348294,3664416923,21.2,4050
Where Have You Been,Rihanna,699439249,69.0,120535,136733,70619201,824607003,21.2,4028
Pelle Coat,Lil Durk,25898720,50.0,17854,6354,981910,16324229,21.2,4055
22,JayO,87001628,62.0,30898,269738,68378856,566961428,21.1,4079
No Love,Summer Walker,265040914,69.0,45783,30239,17949240,131770714,21.1,4063
Piensan,Myke Towers,387094388,70.0,61560,57422,13264006,81826396,21.1,4059
Feels Like Summer,Childish Gambino,315997441,65.0,104490,24251,4311105,54727766,21.1,4071
Fly Away,Tones And I,419557907,64.0,58857,458353,84319796,1034246968,21.1,4076
Little Do You Know,Alex & Sierra,732651478,65.0,76941,1005996,76255229,663477196,21.1,4077
Travesuras,Nicky Jam,308811426,61.0,35237,279517,1805891,24662350,21.1,4078
Tï¿½ï¿½moignage (L,Eunice Manyanga,740008,34.0,335,1489200,4126117,81729317,21.1,4067
Favorite Song - Sped Up,Toosii,11923405,41.0,2423,1499296,63387833,527232531,21.1,4066
LOT OF ME,Lil Tecca,318061543,73.0,75726,209608,39645243,300555534,21.1,4069
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),B Praak,45306335,54.0,1868,39300,1536089,42269499,21.1,4060
King's Dead (with Kendrick Lamar & Future),Jay Rock,597167984,65.0,106817,829396,189935359,1101118641,21.1,4081
Aashiq Awaara (feat. Sunidhi Chauhan),Badshah,2574126,27.0,400,158,16676,2785871,21.1,4056
BABY SAID,Mï¿½ï¿½ne,166942258,71.0,24993,8410,2746100,39481015,21.1,4057
Gangstas,Pop Smoke,234889039,62.0,106769,116976,8193597,118304933,21.1,4065
Too Good,Drake,1052473730,68.0,126251,822513,34368983,308797315,21.1,4074
Alone,Rod Wave,64562541,55.0,14704,28159,4803835,38123007,21.0,4098
One Up,Central Cee,130784398,62.0,51124,6745,1883130,32710454,21.0,4101
idfc,blackbear,703008289,65.0,107737,460509,154879439,1202118262,21.0,4117
Only Girl (In The World),Rihanna,1085436198,78.0,192284,853,131167,1513290,21.0,4090
OTW,Khalid,623201391,63.0,89059,10462,916392,10583591,21.0,4087
Who Needs Love,Trippie Redd,238027193,4.0,60128,5653,2048070,13194733,21.0,4107
Hit Different,SZA,254979267,63.0,50550,56460,10523558,76024269,21.0,4097
Rubicon Drill,Laddi Chahal,152564352,65.0,10841,152500,2597157,34263765,21.0,4082
Un Cigarrillo,Chencho Corleone,113402349,66.0,14752,34800,2064549,32900841,21.0,4109
Birthday Sex,Jeremih,481414844,65.0,93752,9,30028,258300,21.0,4099
Los Patitos,El Reino Infantil,3415634,34.0,316,463,8474,501700,21.0,4086
Te Ire A Buscar,Santa Fe Klan,305231016,66.0,27465,63528,12891074,130611371,21.0,4106
DORA,FARIANA,11328011,64.0,1389,1804,18400796,165220930,21.0,4100
Cry,Cigarettes After Sex,499764238,78.0,79594,86986,72851545,438475493,21.0,4105
Tequila,Dan + Shay,601987422,65.0,52580,82872,4294884,43174144,21.0,4092
Energy,Digga D,43078993,52.0,31275,134000,30597301,306310318,21.0,4113
Polaroid Love,ENHYPEN,283455095,68.0,30103,574323,302839855,2468865989,21.0,4102
What A Man Gotta Do,Jonas Brothers,505295731,64.0,47908,25388,5343796,48126470,21.0,4104
Gyal You a Party Animal - Sped Up,Charly Black,36044532,51.0,9007,1514400,280329364,3580517630,21.0,4089
Do It Again,Pia Mia,520407542,66.0,64298,3394835,66783189,523812670,21.0,4094
Lemon,Kenshi Yonezu,194955459,63.0,27767,10560,2261247,19949350,21.0,4108
Me and My Brother,5ive,111894875,59.0,36302,1110500,57069383,505795992,20.9,4131
How To Love,Lil Wayne,302419750,61.0,54906,61167,5309565,64070340,20.9,4130
SNEAKERS,ITZY,95952617,56.0,10516,94849,110711487,745339618,20.9,4128
Solar Eclipse,YoungBoy Never Broke Again,99037719,55.0,22065,15596,3651900,21367061,20.9,4134
Before You Go - Guitar Acoustic,Lewis Capaldi,52223414,55.0,4281,3360,1029619,13055824,20.9,4120
ASAP,NewJeans,112730335,67.0,14089,99500,22267739,205967218,20.9,4133
No Switch,YoungBoy Never Broke Again,53849840,60.0,27244,23588,5255275,40727724,20.9,4119
Heatin Up (feat. Gunna),Lil Baby,198573138,61.0,71523,134785,27420940,279168145,20.9,4122
Sleazy Flow (with Lil Baby) - Remix,SleazyWorld Go,127742133,58.0,48520,17628,4707388,45573722,20.9,4129
Run BTS,BTS,439395056,71.0,23010,1159736,489821873,2849048545,20.9,4132
Never Sleep (feat. Lil Baby),NAV,130902100,56.0,56267,75,72402,505539,20.9,4123
Iï¿½ï¿½ï¿½m Ju,Ryan Gosling,126219979,60.0,18525,97794,79338367,560299833,20.9,4124
In Your Eyes (feat. Alida),Robin Schulz,335496248,56.0,59904,142462,22247545,213316577,20.9,4126
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,153213678,53.0,70131,105736,102787553,648833938,20.9,4137
GO (feat. Juice WRLD),The Kid LAROI,488253341,63.0,108963,30990,14133727,89767528,20.8,4146
Backyard Boy,Claire Rosinkranz,271235105,60.0,63488,1505601,365097927,2633643813,20.8,4168
